"","level","start","end"
"103",2,3218203,3218823
"104",3,3218203,3218823
"105",2,3283740,3284446
"106",3,3283740,3284446
"107",2,3317453,3317917
"108",3,3317453,3317917
"109",2,3525998,3526529
"110",3,3525998,3526529
"111",2,3567072,3614785
"112",3,3577468,3578057
"113",2,3704647,3743250
"114",3,3704647,3705313
"115",3,3739360,3739733
"116",2,3808393,3846186
"117",3,3808393,3808845
"118",3,3825414,3825761
"119",3,3845842,3846186
"120",2,3998452,4090455
"121",3,3998452,3999040
"122",3,4046060,4046478
"123",3,4089878,4090455
"124",2,4121774,4122232
"125",3,4121774,4122232
"126",2,4154306,4198776
"127",3,4158963,4159285
"128",3,4178186,4179031
"129",2,4262844,4264544
"130",3,4262844,4264544
"131",2,4386302,4456941
"132",3,4386302,4387078
"133",3,4408484,4408901
"134",2,4498713,4519484
"135",3,4498713,4499198
"136",2,4576745,4577100
"137",3,4576745,4577100
"138",2,4611982,4612329
"139",3,4611982,4612329
"140",2,4639229,4682995
"141",3,4650501,4650871
"142",3,4668872,4669227
"143",2,4852065,4880789
"144",3,4852065,4852401
"145",2,4930782,4931772
"146",3,4930782,4931772
"147",4,4930782,4931772
"148",2,5007498,5020387
"149",3,5019802,5020387
"150",2,5126702,5136111
"151",3,5135578,5136111
"152",2,5169009,5169996
"153",3,5169009,5169996
"154",2,5258002,5258377
"155",3,5258002,5258377
"156",2,5357988,5375449
"157",3,5357988,5358327
"158",2,5436101,5473790
"159",3,5436101,5436434
"160",3,5473317,5473790
"161",2,5495172,5497876
"162",3,5495172,5497876
"163",4,5495172,5495644
"164",2,5600003,5600749
"165",3,5600003,5600749
"166",2,5644779,5655349
"167",2,5681356,5682109
"168",3,5681356,5682109
"169",2,5719956,5720328
"170",3,5719956,5720328
"171",2,5820854,5821266
"172",3,5820854,5821266
"173",2,5842770,5843154
"174",3,5842770,5843154
"175",2,6030696,6050518
"176",2,6095055,6095429
"177",3,6095055,6095429
"178",2,6122056,6141157
"179",3,6136440,6136903
"180",2,6183241,6279472
"181",3,6183241,6184603
"182",3,6203472,6204167
"183",3,6279101,6279472
"184",2,6329405,6332636
"185",2,6398896,6402545
"186",3,6398896,6399742
"187",2,6447495,6447836
"188",3,6447495,6447836
"189",2,6470273,6513266
"190",3,6470273,6471252
"191",3,6511796,6513266
"192",2,6603159,6603748
"193",3,6603159,6603748
"194",2,6628113,6628620
"195",3,6628113,6628620
"196",2,6671720,6699618
"197",3,6681383,6682216
"198",3,6694692,6695071
"199",2,6733960,6765716
"200",2,6804180,6809583
"201",3,6804180,6809583
"202",2,6993130,6993688
"203",3,6993130,6993688
"204",2,7031382,7068265
"205",3,7031382,7034261
"206",2,7164295,7164625
"207",3,7164295,7164625
"208",2,7195091,7195479
"209",3,7195091,7195479
"210",2,7323119,7326941
"211",3,7326595,7326941
"212",2,7376664,7391074
"213",2,7425257,7433719
"214",3,7433314,7433719
"215",2,7461868,7491224
"216",3,7466111,7470034
"217",2,7551763,7568649
"218",3,7551763,7552729
"219",2,7606708,7607121
"220",3,7606708,7607121
"221",2,7628756,7629093
"222",3,7628756,7629093
"223",2,7657036,7677934
"224",2,7783069,7790102
"225",2,7840922,7868369
"226",3,7845108,7845718
"227",2,7970821,7978884
"228",2,8098222,8121269
"229",3,8108047,8108615
"230",2,8142499,8188521
"231",3,8146124,8149265
"232",2,8233365,8233752
"233",3,8233365,8233752
"234",2,8280170,8281873
"235",3,8280170,8281873
"236",2,8460142,8477828
"237",3,8467969,8470183
"238",2,8516945,8565861
"239",3,8516945,8517295
"240",2,8634783,8644173
"241",3,8643778,8644173
"242",2,8715888,8748341
"243",3,8729136,8729586
"244",2,8883702,8935477
"245",3,8883702,8884075
"246",3,8917140,8919274
"247",2,8970671,9006801
"248",3,8975927,8976303
"249",3,8990082,8990672
"250",2,9153706,9154087
"251",3,9153706,9154087
"252",2,9208714,9218055
"253",3,9208714,9209439
"254",3,9217316,9218055
"255",2,9266083,9266571
"256",3,9266083,9266571
"257",2,9291963,9320872
"258",3,9309565,9316650
"259",2,9498660,9531135
"260",3,9502933,9504034
"261",2,9576072,9582258
"262",3,9576072,9576567
"263",2,9669817,9682325
"264",3,9676951,9677854
"265",2,9729189,9771272
"266",3,9755186,9755616
"267",3,9770792,9771272
"268",2,9998426,9999329
"269",3,9998426,9999329
"270",2,10134422,10155485
"271",3,10134422,10134757
"272",3,10154875,10155485
"273",2,10283530,10299944
"274",3,10295005,10295404
"275",3,10299562,10299944
"276",2,10357171,10386753
"277",3,10367506,10372784
"278",2,10604462,10622443
"279",2,10757534,10768932
"280",3,10757534,10757932
"281",2,10816224,10847110
"282",3,10846489,10847110
"283",2,10890656,10891458
"284",3,10890656,10891458
"285",4,10890656,10891458
"286",2,11013643,11040300
"287",2,11061759,11069865
"288",3,11069409,11069865
"289",2,11122361,11156387
"290",2,11237186,11241702
"291",3,11241124,11241702
"292",2,11405826,11417665
"293",2,11449212,11449946
"294",3,11449212,11449946
"295",2,11549614,11578844
"296",3,11578325,11578844
"297",2,11629946,11632730
"298",3,11629946,11632730
"299",2,11657581,11676149
"300",2,11732798,11761140
"301",3,11732798,11734190
"302",3,11755582,11756211
"303",2,11868882,11870036
"304",2,11894457,11908368
"305",2,11995649,12008345
"306",3,11995649,11995989
"307",3,12007938,12008345
"308",2,12099711,12107976
"309",3,12107593,12107976
"310",2,12180164,12188000
"311",3,12180164,12180547
"312",2,12219532,12222527
"313",2,12249494,12277735
"314",3,12277025,12277735
"315",2,12303375,12311839
"316",2,12333535,12343347
"317",3,12333535,12333940
"318",2,12425591,12428223
"319",2,12477966,12478431
"320",3,12477966,12478431
"321",2,12499342,12515245
"322",2,12554499,12587322
"323",3,12554499,12555012
"324",2,12613081,12613562
"325",3,12613081,12613562
"326",2,12710768,12724163
"327",3,12723310,12724163
"328",2,12786514,12787053
"329",3,12786514,12787053
"330",2,12880279,12896887
"331",3,12893525,12894018
"332",2,12930851,12936366
"333",3,12930851,12931202
"334",3,12935374,12936366
"335",2,12964812,12980948
"336",2,13094211,13097718
"337",2,13133408,13134373
"338",2,13226102,13237719
"339",3,13237298,13237719
"340",2,13262553,13276369
"341",3,13262553,13263394
"342",2,13315546,13347257
"343",3,13315546,13315994
"344",2,13464914,13488812
"345",3,13464914,13465313
"346",2,13685938,13691943
"347",2,13720355,13753775
"348",3,13720355,13720734
"349",2,13828764,13855021
"350",3,13848713,13849226
"351",2,13905062,13938238
"352",3,13905062,13910611
"353",3,13915916,13916332
"354",2,14120127,14139873
"355",3,14139264,14139873
"356",2,14190487,14198975
"357",2,14433834,14434252
"358",3,14433834,14434252
"359",2,14571792,14598608
"360",3,14573972,14574583
"361",2,14620570,14635017
"362",2,14782190,14782536
"363",3,14782190,14782536
"364",2,14837950,14859221
"365",3,14858665,14859221
"366",2,14938943,14953849
"367",3,14938943,14939345
"368",2,15009800,15010203
"369",3,15009800,15010203
"370",2,15047863,15055173
"371",3,15047863,15048340
"372",2,15088926,15115861
"373",3,15088926,15089445
"374",2,15221336,15221767
"375",3,15221336,15221767
"376",2,15252199,15273274
"377",2,15380792,15391035
"378",3,15390328,15391035
"379",2,15424825,15425361
"380",3,15424825,15425361
"381",2,15477592,15492205
"382",3,15491725,15492205
"383",2,15569803,15577499
"384",3,15569803,15570146
"385",2,15709572,15723205
"386",3,15709572,15709954
"387",2,15929853,15968413
"388",2,16002119,16002507
"389",3,16002119,16002507
"390",2,16033687,16034117
"391",3,16033687,16034117
"392",2,16203403,16215144
"393",3,16203403,16203903
"394",2,16263692,16267265
"395",2,16402058,16402479
"396",3,16402058,16402479
"397",2,16474375,16475506
"398",3,16474375,16475506
"399",2,16929775,16949531
"400",3,16929775,16930157
"401",2,17013229,17013619
"402",3,17013229,17013619
"403",2,17150245,17173387
"404",2,17383515,17383932
"405",3,17383515,17383932
"406",2,17409627,17413276
"407",2,17470306,17484975
"408",2,17530458,17531030
"409",3,17530458,17531030
"410",2,17600270,17605033
"411",3,17604569,17605033
"412",2,17767656,17781031
"413",2,17901327,17920894
"414",2,17975324,17987699
"415",3,17987172,17987699
"416",2,18015652,18041644
"417",3,18041156,18041644
"418",2,18066064,18134375
"419",3,18084977,18085445
"420",3,18128924,18130201
"421",2,18308223,18308622
"422",3,18308223,18308622
"423",2,18365118,18365474
"424",3,18365118,18365474
"425",2,18423593,18448786
"426",2,18604395,18604773
"427",3,18604395,18604773
"428",2,18632176,18699750
"429",3,18657223,18657648
"430",2,18746983,18760905
"431",2,18930582,18939548
"432",2,19132027,19139428
"433",2,19237226,19248719
"434",2,19315031,19318074
"435",2,19400891,19406106
"436",3,19400891,19401407
"437",2,19531295,19533463
"438",2,19603200,19611731
"439",2,19713561,19714006
"440",3,19713561,19714006
"441",2,19823735,19836428
"442",3,19833806,19836428
"443",2,20051191,20052166
"444",3,20051191,20052166
"445",2,20207551,20236637
"446",3,20207551,20208984
"447",2,20295246,20295756
"448",3,20295246,20295756
"449",2,20430498,20442678
"450",2,20737990,20772880
"451",2,20821330,20824959
"452",3,20823684,20824959
"453",2,20965921,20983923
"454",2,21060837,21061272
"455",3,21060837,21061272
"456",2,21113405,21113776
"457",3,21113405,21113776
"458",2,21216420,21230770
"459",3,21226727,21227140
"460",2,21270743,21279068
"461",2,21322752,21372667
"462",2,21475796,21476328
"463",3,21475796,21476328
"464",2,21528029,21546356
"465",2,21625513,21629390
"466",2,21923317,21926937
"467",3,21923317,21926937
"468",2,22015118,22032117
"469",2,22083140,22089791
"470",3,22083140,22083648
"471",2,22333875,22350434
"472",2,22385062,22385691
"473",3,22385062,22385691
"474",2,22544495,22546030
"475",3,22544495,22546030
"476",2,22635698,22636750
"477",3,22635698,22636750
"478",2,22706140,22707652
"479",2,22857682,22858920
"480",3,22857682,22858920
"481",2,23320274,23341914
"482",2,23454822,23455254
"483",3,23454822,23455254
"484",2,23533468,23544532
"485",3,23543886,23544532
"486",2,23714577,23715252
"487",3,23714577,23715252
"488",2,24204793,24205227
"489",3,24204793,24205227
"490",2,24236285,24244908
"491",3,24236285,24236959
"492",3,24242776,24244908
"493",2,24290302,24291011
"494",3,24290302,24291011
"495",2,24330684,24331293
"496",3,24330684,24331293
"497",2,24445312,24463168
"498",2,25005432,25020016
"499",3,25005432,25006164
"500",4,25005432,25006164
"501",2,25081202,25101785
"502",2,25183495,25193640
"503",3,25183495,25183920
"504",2,25224746,25225409
"505",3,25224746,25225409
"506",2,25290831,25311966
"507",2,25471223,25471905
"508",3,25471223,25471905
"509",2,25553877,25569703
"510",3,25569216,25569703
"511",2,25932614,25958590
"512",3,25932614,25935652
"513",3,25940409,25943541
"514",2,26023742,26031441
"515",2,26148755,26187164
"516",2,26426337,26426731
"517",3,26426337,26426731
"518",2,26691458,26692206
"519",3,26691458,26692206
"520",4,26691458,26692206
"521",2,26768773,26785537
"522",3,26768773,26770296
"523",3,26780779,26785537
"524",2,26857381,26876789
"525",2,26925977,26926339
"526",3,26925977,26926339
"527",2,26994887,27018466
"528",3,27017862,27018466
"529",2,27119855,27123738
"530",2,27275537,27275942
"531",3,27275537,27275942
"532",2,27301181,27301758
"533",3,27301181,27301758
"534",2,27607580,27615216
"535",3,27607580,27607995
"536",2,28460220,28461180
"537",3,28460220,28461180
"538",2,28604234,28604625
"539",3,28604234,28604625
"540",2,28628618,28676636
"541",3,28648132,28649879
"542",3,28666782,28667557
"543",2,28753430,28777560
"544",3,28753430,28754268
"545",2,28952575,28987734
"546",3,28952575,28952946
"547",2,29038484,29045480
"548",2,29162929,29184226
"549",2,29393848,29414585
"550",3,29414037,29414585
"551",2,29475909,29504684
"552",2,29824509,29824900
"553",3,29824509,29824900
"554",2,30339089,30363098
"555",3,30339089,30339688
"556",2,30400944,30405357
"557",2,30725160,30725751
"558",3,30725160,30725751
"559",2,30877338,30877865
"560",3,30877338,30877865
"561",2,30938687,30943293
"562",3,30938687,30943293
"563",2,31147084,31147424
"564",3,31147084,31147424
"565",2,31460406,31460831
"566",3,31460406,31460831
"567",2,31552908,31556486
"568",2,31578035,31594132
"569",3,31578035,31578999
"570",2,31642445,31650320
"571",2,31807692,31808274
"572",3,31807692,31808274
"573",2,31880789,31886773
"574",3,31880789,31881326
"575",2,32139876,32143852
"576",2,32272250,32272625
"577",3,32272250,32272625
"578",2,32356411,32360094
"579",2,32384424,32393835
"580",3,32387485,32387962
"581",3,32392818,32393835
"582",2,32507828,32543137
"583",3,32507828,32508424
"584",2,32713507,32724475
"585",3,32716022,32717427
"586",2,32827304,32827658
"587",3,32827304,32827658
"588",2,32870440,32870832
"589",3,32870440,32870832
"590",2,33042868,33054363
"591",2,33171317,33171672
"592",3,33171317,33171672
"593",2,33391814,33397190
"594",2,33653853,33654228
"595",3,33653853,33654228
"596",2,33706819,33719601
"597",3,33706819,33714343
"598",2,33848146,33848507
"599",3,33848146,33848507
"600",2,33995647,33996159
"601",3,33995647,33996159
"602",2,34112590,34113038
"603",3,34112590,34113038
"604",2,34268047,34268537
"605",3,34268047,34268537
"606",2,34661172,34679333
"607",3,34665183,34665600
"608",3,34675610,34676106
"609",2,34752763,34754526
"610",2,34923770,34934297
"611",3,34933471,34934297
"612",2,35073281,35073609
"613",3,35073281,35073609
"614",2,35130036,35177847
"615",2,35586970,35587554
"616",3,35586970,35587554
"617",2,35610397,35625019
"618",2,35684190,35703795
"619",2,35801885,35804687
"620",3,35804157,35804687
"621",2,35828703,35837711
"622",2,35964360,35976853
"623",3,35975668,35976853
"624",2,36010710,36022757
"625",2,36067071,36073202
"626",2,36114480,36121320
"627",2,36150389,36159232
"628",3,36150389,36150927
"629",2,36483786,36498685
"630",2,36580004,36639345
"631",2,36708631,36717353
"632",2,36938505,36948683
"633",3,36938505,36939147
"634",2,36996219,37027490
"635",3,37025994,37027490
"636",2,37192519,37201629
"637",2,37249590,37249985
"638",3,37249590,37249985
"639",2,37330866,37344150
"640",3,37330866,37334580
"641",2,37448330,37449241
"642",3,37448330,37449241
"643",2,37544960,37563799
"644",2,37720929,37734502
"645",3,37720929,37721345
"646",2,37795953,37804982
"647",2,37879162,37879821
"648",3,37879162,37879821
"649",2,38203468,38207142
"650",2,38289898,38317475
"651",3,38289898,38294636
"652",3,38307102,38309189
"653",2,38555454,38563669
"654",3,38559878,38563669
"655",2,38708518,38718889
"656",2,39011957,39023245
"657",2,39106115,39132509
"658",3,39106115,39107143
"659",4,39106115,39107143
"660",2,39340990,39353444
"661",3,39348294,39349195
"662",2,39497938,39518711
"663",2,39702834,39705323
"664",3,39702834,39705323
"665",2,39889490,39901303
"666",2,39977052,39984413
"667",2,40009834,40024738
"668",2,40088619,40090158
"669",2,40119925,40120966
"670",3,40119925,40120966
"671",2,40199820,40200937
"672",2,40269312,40282911
"673",3,40273795,40274415
"674",2,40531378,40531842
"675",3,40531378,40531842
"676",2,40556648,40577085
"677",3,40561200,40561658
"678",3,40566212,40566884
"679",2,40621475,40634045
"680",3,40621475,40622069
"681",2,40694396,40710316
"682",3,40709128,40710316
"683",2,40741332,40742140
"684",3,40741332,40742140
"685",2,40780804,40781439
"686",3,40780804,40781439
"687",2,40994931,41016651
"688",3,41010227,41010588
"689",2,41510910,41522059
"690",2,41829142,41845791
"691",3,41829142,41829692
"692",2,42049730,42050215
"693",3,42049730,42050215
"694",2,42463380,42463771
"695",3,42463380,42463771
"696",2,42506128,42510944
"697",2,42550894,42551374
"698",3,42550894,42551374
"699",2,42719623,42720253
"700",3,42719623,42720253
"701",2,44030539,44031104
"702",3,44030539,44031104
"703",2,44826840,44839938
"704",3,44826840,44827397
"705",2,45010351,45034041
"706",3,45021843,45029004
"707",2,45228581,45240783
"708",2,45892390,45903723
"709",2,46317962,46318670
"710",3,46317962,46318670
"711",2,46527040,46530920
"712",3,46527040,46530920
"713",2,46904513,46905139
"714",3,46904513,46905139
"715",2,47487476,47490246
"716",2,47512148,47525035
"717",2,48508366,48508792
"718",3,48508366,48508792
"719",2,48755224,48755666
"720",3,48755224,48755666
"721",2,49086168,49090635
"722",3,49086168,49086579
"723",2,49265883,49274385
"724",2,49391227,49395277
"725",3,49394858,49395277
"726",2,49467210,49475138
"727",2,49750478,49754340
"728",2,50012589,50012975
"729",3,50012589,50012975
"730",2,50987602,50996361
"731",3,50990779,50991259
"732",2,51332706,51348973
"733",3,51348436,51348973
"734",2,51960421,51960792
"735",3,51960421,51960792
"736",2,52757598,52758048
"737",3,52757598,52758048
"738",2,53172181,53173035
"739",2,53643153,53644014
"740",3,53643153,53644014
"741",2,53886282,53887397
"742",3,53886282,53887397
"743",2,54189282,54195970
"744",2,54927410,54927802
"745",3,54927410,54927802
"746",2,56340834,56341198
"747",3,56340834,56341198
"748",2,57802383,57802787
"749",3,57802383,57802787
"750",2,58228501,58229914
"751",2,58962081,58978902
"752",3,58962081,58962405
"753",3,58978523,58978902
"754",2,59206490,59218691
"755",3,59206490,59210888
"756",2,59619266,59620253
"757",3,59619266,59620253
"758",2,59838620,59841465
"759",2,60671249,60671807
"760",3,60671249,60671807
"761",2,61408487,61418140
"762",2,61813251,61814672
"763",3,61813251,61814672
"764",2,61880702,61889893
"765",2,62418918,62419387
"766",3,62418918,62419387
"767",2,62807068,62807424
"768",3,62807068,62807424
"769",2,63430741,63431558
"770",2,63651790,63652180
"771",3,63651790,63652180
"772",2,63913119,63913538
"773",3,63913119,63913538
"774",2,64510182,64510631
"775",3,64510182,64510631
"776",2,64606111,64614102
"777",3,64606111,64606547
"778",3,64613731,64614102
"779",2,64818270,64831011
"780",3,64821196,64821708
"781",2,65204893,65205225
"782",3,65204893,65205225
"783",2,65535270,65551533
"784",3,65539273,65539702
"785",2,65680253,65680670
"786",3,65680253,65680670
"787",2,65758705,65759176
"788",3,65758705,65759176
"789",2,65935133,65936522
"790",3,65935133,65936522
"791",2,66457440,66457847
"792",3,66457440,66457847
"793",2,66726833,66727242
"794",3,66726833,66727242
"795",2,66764248,66765443
"796",3,66764248,66765443
"797",2,67115538,67134689
"798",3,67134225,67134689
"799",2,67276456,67281016
"800",3,67276456,67277183
"801",2,69384502,69385059
"802",3,69384502,69385059
