"","level","start","end"
"1",1,0.0359666666666667,2462.625
"2",2,0.0359666666666667,0.792733333333333
"3",3,0.2415,0.792733333333333
"4",4,0.295,0.3328
"5",2,31.6609333333333,33.3913
"6",2,37.7449666666667,38.3214333333333
"7",3,37.7449666666667,37.7674
"8",4,37.7449666666667,37.7674
"9",2,49.3152666666667,51.9529
"10",2,57.4663333333333,57.8394333333333
"11",2,80.3467,80.3655666666667
"12",3,80.3467,80.3655666666667
"13",4,80.3467,80.3655666666667
"14",2,82.9924666666667,83.8572666666667
"15",2,90.4695,90.5779
"16",2,130.0835,132.567
"17",2,142.314333333333,143.437433333333
"18",2,155.7364,158.370533333333
"19",2,200.917933333333,201.647633333333
"20",2,216.553833333333,217.578466666667
"21",2,226.661433333333,227.5071
"22",2,253.922866666667,254.5163
"23",3,254.507266666667,254.5163
"24",4,254.507266666667,254.5163
"25",2,262.7993,265.232766666667
"26",3,265.217166666667,265.232766666667
"27",2,292.342066666667,292.628133333333
"28",2,359.383166666667,360.2159
"29",2,374.3866,375.366233333333
"30",2,386.567266666667,387.6318
"31",3,387.032933333333,387.204233333333
"32",2,417.177366666667,418.6951
"33",2,448.1901,448.958
"34",2,453.500733333333,453.618333333333
"35",2,457.268733333333,458.053666666667
"36",2,509.569733333333,510.305866666667
"37",3,510.0683,510.305866666667
"38",4,510.0683,510.078333333333
"39",2,632.553366666667,637.103033333333
"40",2,647.951666666667,649.967033333333
"41",2,671.943266666667,672.721966666667
"42",3,672.298266666667,672.3127
"43",4,672.298266666667,672.3127
"44",2,686.363533333333,687.1414
"45",2,715.4061,715.788633333333
"46",2,782.6716,782.8772
"47",2,788.599833333333,790.858766666667
"48",3,788.599833333333,788.6781
"49",4,788.599833333333,788.6409
"50",2,813.7112,814.649
"51",2,827.6035,827.773566666667
"52",3,827.6035,827.773566666667
"53",2,849.594033333333,850.8194
"54",3,849.594033333333,849.629566666667
"55",2,869.510066666667,870.413333333333
"56",2,880.406166666667,881.753033333333
"57",2,893.624233333333,897.1716
"58",3,893.624233333333,893.739633333333
"59",2,915.6199,916.2117
"60",2,937.535666666667,937.891866666667
"61",2,959.235933333333,959.967033333333
"62",2,963.2319,963.4196
"63",3,963.2319,963.4196
"64",2,971.882266666667,972.8628
"65",2,979.115033333333,979.298066666667
"66",3,979.115033333333,979.298066666667
"67",2,1010.3271,1010.44423333333
"68",2,1012.15616666667,1012.71833333333
"69",3,1012.15616666667,1012.25566666667
"70",2,1021.1042,1022.37033333333
"71",3,1021.52496666667,1022.13103333333
"72",2,1047.42916666667,1047.55943333333
"73",2,1049.33886666667,1050.268
"74",2,1079.17003333333,1083.2205
"75",3,1080.85463333333,1081.05416666667
"76",4,1081.04293333333,1081.05416666667
"77",2,1104.36893333333,1104.39183333333
"78",3,1104.36893333333,1104.39183333333
"79",2,1115.0013,1116.00836666667
"80",2,1121.00063333333,1121.6949
"81",2,1132.32093333333,1135.1001
"82",3,1134.51196666667,1134.59353333333
"83",4,1134.51196666667,1134.53303333333
"84",3,1135.0861,1135.1001
"85",4,1135.0861,1135.1001
"86",2,1205.96736666667,1206.99736666667
"87",2,1210.9929,1211.5091
"88",2,1223.0376,1225.12663333333
"89",2,1229.24173333333,1230.42046666667
"90",2,1254.60693333333,1254.68603333333
"91",2,1279.16136666667,1280.49493333333
"92",2,1325.813,1326.18656666667
"93",2,1354.50013333333,1354.5347
"94",3,1354.50013333333,1354.5347
"95",2,1366.07713333333,1366.92876666667
"96",2,1382.73193333333,1383.02336666667
"97",3,1382.98863333333,1383.02336666667
"98",2,1389.5695,1390.6903
"99",3,1389.5695,1389.5799
"100",4,1389.5695,1389.5799
"101",3,1389.92603333333,1390.0993
"102",4,1389.92603333333,1389.94016666667
"103",4,1390.0839,1390.0993
"104",2,1397.05183333333,1397.29053333333
"105",2,1403.15926666667,1403.17873333333
"106",3,1403.15926666667,1403.17873333333
"107",2,1412.89403333333,1413.6367
"108",2,1416.3655,1416.57336666667
"109",3,1416.55473333333,1416.57336666667
"110",2,1444.57643333333,1444.5881
"111",3,1444.57643333333,1444.5881
"112",4,1444.57643333333,1444.5881
"113",2,1454.65153333333,1454.7603
"114",3,1454.65153333333,1454.7603
"115",4,1454.65153333333,1454.7603
"116",2,1462.01226666667,1462.25976666667
"117",2,1478.83253333333,1478.85
"118",3,1478.83253333333,1478.85
"119",2,1490.50333333333,1490.9841
"120",3,1490.70486666667,1490.9841
"121",4,1490.70486666667,1490.91293333333
"122",2,1501.17643333333,1501.33016666667
"123",3,1501.17643333333,1501.33016666667
"124",4,1501.17643333333,1501.18996666667
"125",2,1527.00743333333,1527.374
"126",2,1545.20076666667,1545.72853333333
"127",2,1565.6508,1565.81256666667
"128",2,1636.35516666667,1636.6135
"129",2,1639.73813333333,1639.99326666667
"130",3,1639.73813333333,1639.82656666667
"131",4,1639.73813333333,1639.7544
"132",2,1667.4619,1668.58156666667
"133",3,1667.80903333333,1667.951
"134",4,1667.80903333333,1667.82066666667
"135",2,1708.9589,1709.89303333333
"136",3,1708.9589,1708.9808
"137",4,1708.9589,1708.9808
"138",2,1725.1943,1726.84826666667
"139",3,1725.44876666667,1725.4697
"140",4,1725.44876666667,1725.4697
"141",3,1726.65583333333,1726.84826666667
"142",4,1726.65583333333,1726.7613
"143",2,1763.32846666667,1763.353
"144",3,1763.32846666667,1763.353
"145",4,1763.32846666667,1763.353
"146",2,1788.53296666667,1788.8702
"147",2,1835.75116666667,1835.79006666667
"148",3,1835.75116666667,1835.79006666667
"149",4,1835.75116666667,1835.7641
"150",2,1871.97383333333,1872.2709
"151",2,1891.41593333333,1893.49946666667
"152",2,2019.56533333333,2019.58353333333
"153",3,2019.56533333333,2019.58353333333
"154",2,2057.9861,2058.0118
"155",3,2057.9861,2058.0118
"156",2,2122.97463333333,2124.75346666667
"157",3,2124.74123333333,2124.75346666667
"158",4,2124.74123333333,2124.75346666667
"159",2,2139.78496666667,2139.83553333333
"160",3,2139.78496666667,2139.83553333333
"161",2,2211.57636666667,2213.13276666667
"162",3,2211.57636666667,2211.80546666667
"163",4,2211.57636666667,2211.59086666667
"164",2,2267.5509,2269.42996666667
"165",2,2273.72636666667,2274.2551
"166",2,2349.82456666667,2349.9346
"167",3,2349.82456666667,2349.9346
"168",2,2361.00403333333,2361.0751
"169",3,2361.00403333333,2361.0751
"170",2,2444.4832,2444.5758
"171",3,2444.4832,2444.5758
