"","level","start","end"
"188",2,29156468,29185884
"189",2,29373451,29378942
"190",3,29378658,29378942
"191",2,30179333,30184718
"192",2,30364685,30371899
"193",3,30364685,30367670
"194",2,30557582,30564151
"195",2,30622323,30663931
"196",3,30661470,30663931
"197",2,31422875,31426783
"198",2,31444950,31449765
"199",2,32416026,32431625
"200",3,32431288,32431625
"201",2,32476770,32496615
"202",2,33131068,33137877
"203",2,33241790,33244102
"204",2,33449933,33480251
"205",2,33630019,33650847
"206",2,34015318,34053003
"207",3,34035359,34035991
"208",4,34035359,34035991
"209",3,34050944,34053003
"210",4,34052304,34053003
"211",2,34166008,34177119
"212",2,35994368,36018480
"213",2,36152967,36211436
"214",2,36338566,36345967
"215",2,36867715,36882885
"216",2,37638208,37640581
"217",3,37638208,37640581
"218",2,37945436,37946452
"219",3,37945436,37946452
"220",2,38260650,38268712
"221",2,38323053,38346837
"222",2,39746910,39749100
"223",2,40634629,40636041
"224",3,40634629,40636041
"225",2,40901415,40905990
"226",2,41489659,41490701
"227",2,41680135,41720709
"228",3,41687085,41687397
"229",3,41697781,41698666
"230",3,41702517,41702979
"231",2,41904560,41918716
"232",2,42094577,42095362
"233",3,42094577,42095362
"234",2,42143983,42156783
"235",2,42386821,42392817
"236",2,42490126,42500359
"237",3,42496642,42497201
"238",2,42552085,42570863
"239",2,43337293,43337643
"240",3,43337293,43337643
"241",2,43639546,43665893
"242",3,43639546,43642809
"243",4,43639546,43641215
"244",2,44082348,44084116
"245",2,44290732,44299759
"246",2,44364976,44365500
"247",3,44364976,44365500
"248",2,44544010,44546912
"249",2,44715100,44730809
"250",3,44721146,44727388
"251",2,45025989,45039905
"252",3,45035293,45035699
"253",2,45314209,45322768
"254",2,46356023,46373245
"255",2,46965343,46984042
"256",2,47256307,47269499
"257",2,48249401,48257997
"258",2,49090655,49098405
"259",2,49192144,49199798
"260",3,49192144,49192632
"261",2,49868378,49868508
"262",3,49868378,49868508
"263",2,50023857,50057447
"264",3,50034271,50034620
"265",3,50038326,50038781
"266",2,51215359,51274862
"267",3,51268767,51269424
"268",2,51755829,51764091
"269",3,51763463,51764091
"270",2,51799675,51805448
"271",3,51799675,51805448
"272",2,52106939,52109285
"273",2,52899854,52900590
"274",3,52899854,52900590
"275",2,53274292,53274798
"276",3,53274292,53274798
"277",2,53655989,53666106
"278",2,54280770,54288476
"279",2,54677381,54678957
"280",2,55072535,55073702
"281",3,55072535,55073702
"282",4,55072535,55072923
"283",2,55387610,55392947
"284",2,55590255,55592513
"285",3,55592093,55592513
"286",2,57147165,57148668
"287",2,57370138,57370981
"288",2,57575377,57576661
"289",3,57575377,57576661
"290",2,58673298,58682657
"291",2,59403326,59403769
"292",3,59403326,59403769
"293",2,60586960,60587506
"294",3,60586960,60587506
"295",2,61739583,61742664
"296",2,61967124,61983129
"297",2,63551661,63552293
"298",2,63742237,63748580
"299",3,63742237,63742604
"300",2,63981418,63990422
"301",2,64193549,64195066
"302",2,65581732,65605232
"303",2,66241390,66258637
"304",2,66347291,66378174
"305",3,66347291,66347726
"306",2,68044205,68082899
"307",2,68211679,68233965
"308",3,68211679,68214252
"309",2,68597779,68602807
"310",3,68602513,68602807
"311",2,69466263,69467149
"312",2,70493049,70502403
"313",3,70493049,70498038
"314",2,70830121,70832253
"315",2,73334496,73337274
"316",3,73336751,73337274
